nodeTag,x,y,z
559,-75.385665,-35.152913,187.773154
560,-73.443163,-42.40243,207.400666
561,-71.4074,-50.0,227.970505
562,-69.237723,-58.097348,249.893453
563,-85.725416,39.974418,273.681245
564,-93.969262,34.202014,300.0
565,-100.0,0.0,300.0
566,-86.60254,50.0,300.0
567,-64.278761,-76.604444,300.0
568,-64.964292,-54.511513,207.400666
569,-62.990385,-52.855208,168.742014
570,-62.990385,-52.855208,131.257986
571,-64.964292,-54.511513,92.599334
572,-69.237723,-58.097348,50.106547
573,-76.604444,-64.278761,0.0
574,-76.604444,-64.278761,0.0
575,-93.969262,34.202014,0.0
576,-98.480775,17.364818,0.0
577,-94.227597,8.243846,26.318755
578,-90.383428,0.0,50.106547
579,-86.840623,-7.59757,72.029495
580,-83.516484,-14.726209,92.599334
581,-80.344627,-21.528278,112.226846
582,-77.269146,-28.123669,131.257986
583,-74.240388,-34.618861,150.0
584,-71.21163,-41.114054,168.742014
585,-68.136148,-47.709445,187.773154
586,-98.480775,17.364818,300.0
587,-67.101007,-46.984631,150.0
588,-68.136148,-47.709445,112.226846
589,-71.4074,-50.0,72.029495
590,-77.481569,-54.253179,26.318755
591,-98.480775,17.364818,0.0
592,-100.0,0.0,0.0
593,-94.227597,-8.243846,26.318755
594,-89.0103,-15.694918,50.106547
595,-84.202014,-22.561862,72.029495
596,-79.690501,-29.00497,92.599334
597,-75.385665,-35.152913,112.226846
598,-71.21163,-41.114054,131.257986
599,-93.969262,34.202014,300.0
600,-73.443163,-42.40243,92.599334
601,-78.274345,-45.191714,50.106547
602,-86.60254,-50.0,0.0
603,-86.60254,-50.0,0.0
604,-100.0,0.0,0.0
605,-98.480775,-17.364818,0.0
606,-91.364539,-24.481054,26.318755
607,-84.93264,-30.912953,50.106547
608,-79.00497,-36.840623,72.029495
609,-85.725416,-39.974418,26.318755
610,-98.480775,-17.364818,0.0
611,-93.969262,-34.202014,0.0
612,-93.969262,-34.202014,0.0
